ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S06-A80,NBD1C1W41,Unknown,1,IRF7,Test,999,0,Fail,0.019540599,999,999,0,
S06-A79,NBD1C1W41,Unknown,1,IL4R,Test,999,0,Fail,0.019540599,999,999,0,
S06-A90,NBD1C1W41,Unknown,1,IL17A,Test,999,0,Fail,0.019540599,999,999,0,
S06-A89,NBD1C1W41,Unknown,1,IFIT1,Test,16.88924229,1,Pass,0.019540599,80.03352725,999,1,
S06-A88,NBD1C1W41,Unknown,1,GATA3,Test,20.34773248,1,Pass,0.019540599,87.62826217,999,1,
S06-A87,NBD1C1W41,Unknown,1,CTLA4,Test,16.99933958,1,Pass,0.019540599,84.00010595,999,1,
S06-A86,NBD1C1W41,Unknown,1,CD3E,Test,14.05600946,1,Pass,0.019540599,79.94197079,999,1,
S06-A85,NBD1C1W41,Unknown,1,CCR2,Test,999,0,Fail,0.019540599,999,999,0,
S06-A96,NBD1C1W41,Unknown,1,ZEB2,Test,999,0,Fail,0.019540599,999,999,0,
S06-A95,NBD1C1W41,Unknown,1,TNF,Test,18.4117826,0,Fail,0.019540599,999,88.58439078,0,
S06-A94,NBD1C1W41,Unknown,1,RPL13A,Test,13.71717545,1,Pass,0.019540599,89.9153087,999,1,
S06-A93,NBD1C1W41,Unknown,1,PDCD1,Test,26.34697572,0,Fail,0.019540599,999,999,0,
S06-A92,NBD1C1W41,Unknown,1,IRF9,Test,17.61936814,1,Pass,0.019540599,87.67684644,999,1,
S06-A91,NBD1C1W41,Unknown,1,IL5,Test,999,0,Fail,0.019540599,999,999,0,
S95-A01,UCM5C1W40,Unknown,1,AIM2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A02,UCM5C1W40,Unknown,1,CCR3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A03,UCM5C1W40,Unknown,1,CD4,Test,999,0,Fail,0.019540599,999,999,0,
S95-A04,UCM5C1W40,Unknown,1,CXCL10,Test,999,0,Fail,0.019540599,999,999,0,
S95-A05,UCM5C1W40,Unknown,1,GSK3A,Test,999,0,Fail,0.019540599,999,999,0,
S95-A06,UCM5C1W40,Unknown,1,IFIT3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A07,UCM5C1W40,Unknown,1,IL2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A08,UCM5C1W40,Unknown,1,IL5RA,Test,999,0,Fail,0.019540599,999,999,0,
S95-A09,UCM5C1W40,Unknown,1,ISG15,Test,999,0,Fail,0.019540599,999,999,0,
S95-A10,UCM5C1W40,Unknown,1,PPARA,Test,999,0,Fail,0.019540599,999,999,0,
S95-A11,UCM5C1W40,Unknown,1,SOCS3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A12,UCM5C1W40,Unknown,1,TNFAIP3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A13,UCM5C1W40,Unknown,1,B2M,Test,999,0,Fail,0.019540599,999,999,0,
S95-A14,UCM5C1W40,Unknown,1,CCR4,Test,14.92342922,0,Fail,0.019540599,999,76.88001371,0,
S95-A15,UCM5C1W40,Unknown,1,CD40,Test,999,0,Fail,0.019540599,999,999,0,
S95-A16,UCM5C1W40,Unknown,1,CXCL9,Test,999,0,Fail,0.019540599,999,999,0,
S95-A17,UCM5C1W40,Unknown,1,GSK3B,Test,999,0,Fail,0.019540599,999,999,0,
S95-A18,UCM5C1W40,Unknown,1,IFNAR1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A19,UCM5C1W40,Unknown,1,IL21,Test,999,0,Fail,0.019540599,999,999,0,
S95-A20,UCM5C1W40,Unknown,1,IL7,Test,999,0,Fail,0.019540599,999,999,0,
S95-A21,UCM5C1W40,Unknown,1,JAK1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A22,UCM5C1W40,Unknown,1,PPARG,Test,999,0,Fail,0.019540599,999,999,0,
S95-A23,UCM5C1W40,Unknown,1,STAT1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A24,UCM5C1W40,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.019540599,999,999,0,
S95-A25,UCM5C1W40,Unknown,1,BCL2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A26,UCM5C1W40,Unknown,1,CCR5,Test,999,0,Fail,0.019540599,999,999,0,
S95-A27,UCM5C1W40,Unknown,1,CD44,Test,999,0,Fail,0.019540599,999,999,0,
S95-A28,UCM5C1W40,Unknown,1,CXCR3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A29,UCM5C1W40,Unknown,1,HLA-DRA,Test,999,0,Fail,0.019540599,999,999,0,
S95-A30,UCM5C1W40,Unknown,1,IFNAR2,Test,25.11417914,0,Fail,0.019540599,999,999,0,
S95-A31,UCM5C1W40,Unknown,1,IL25,Test,999,0,Fail,0.019540599,999,999,0,
