ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S96-A64,EMPTY2,Unknown,1,FYN,Test,999,0,Fail,0.020607309,999,999,0,
S96-A63,EMPTY2,Unknown,1,CD8A,Test,23.59091556,0,Fail,0.020607309,999,78.78327961,0,
S96-A62,EMPTY2,Unknown,1,CD274,Test,999,0,Fail,0.020607309,999,999,0,
S96-A61,EMPTY2,Unknown,1,C5,Test,999,0,Fail,0.020607309,999,999,0,
S96-A72,EMPTY2,Unknown,1,VAV1,Test,999,0,Fail,0.020607309,999,999,0,
S96-A71,EMPTY2,Unknown,1,TBX21,Test,999,0,Fail,0.020607309,999,999,0,
S96-A70,EMPTY2,Unknown,1,RAC2,Test,24.11399255,0,Fail,0.020607309,999,77.54423926,0,
S96-A69,EMPTY2,Unknown,1,NLRP3,Test,999,0,Fail,0.020607309,999,999,0,
S96-A68,EMPTY2,Unknown,1,IRF4,Test,999,0,Fail,0.020607309,999,999,0,
S96-A67,EMPTY2,Unknown,1,IL4,Test,999,0,Fail,0.020607309,999,999,0,
S96-A78,EMPTY2,Unknown,1,IL12RB1,Test,999,0,Fail,0.020607309,999,999,0,
S96-A77,EMPTY2,Unknown,1,IFI44L,Test,999,0,Fail,0.020607309,999,999,0,
S96-A76,EMPTY2,Unknown,1,GAPDH,Test,999,0,Fail,0.020607309,999,999,0,
S96-A75,EMPTY2,Unknown,1,CDC42,Test,999,0,Fail,0.020607309,999,999,0,
S96-A74,EMPTY2,Unknown,1,CD28,Test,999,0,Fail,0.020607309,999,999,0,
S96-A73,EMPTY2,Unknown,1,CCR1,Test,999,0,Fail,0.020607309,999,999,0,
S96-A84,EMPTY2,Unknown,1,ZAP70,Test,999,0,Fail,0.020607309,999,999,0,
S96-A83,EMPTY2,Unknown,1,TGFBR2,Test,999,0,Fail,0.020607309,999,999,0,
S96-A82,EMPTY2,Unknown,1,RORC,Test,23.55126863,0,Fail,0.020607309,999,77.39219689,0,
S96-A81,EMPTY2,Unknown,1,NR4A1,Test,999,0,Fail,0.020607309,999,999,0,
S96-A80,EMPTY2,Unknown,1,IRF7,Test,999,0,Fail,0.020607309,999,999,0,
S96-A79,EMPTY2,Unknown,1,IL4R,Test,999,0,Fail,0.020607309,999,999,0,
S96-A90,EMPTY2,Unknown,1,IL17A,Test,999,0,Fail,0.020607309,999,999,0,
S96-A89,EMPTY2,Unknown,1,IFIT1,Test,999,0,Fail,0.020607309,999,999,0,
S96-A88,EMPTY2,Unknown,1,GATA3,Test,999,0,Fail,0.020607309,999,999,0,
S96-A87,EMPTY2,Unknown,1,CTLA4,Test,999,0,Fail,0.020607309,999,999,0,
S96-A86,EMPTY2,Unknown,1,CD3E,Test,999,0,Fail,0.020607309,999,999,0,
S96-A85,EMPTY2,Unknown,1,CCR2,Test,999,0,Fail,0.020607309,999,999,0,
S96-A96,EMPTY2,Unknown,1,ZEB2,Test,999,0,Fail,0.020607309,999,999,0,
S96-A95,EMPTY2,Unknown,1,TNF,Test,999,0,Fail,0.020607309,999,999,0,
S96-A94,EMPTY2,Unknown,1,RPL13A,Test,999,0,Fail,0.020607309,999,999,0,
S96-A93,EMPTY2,Unknown,1,PDCD1,Test,23.83839104,0,Fail,0.020607309,999,79.71088109,0,
S96-A92,EMPTY2,Unknown,1,IRF9,Test,999,0,Fail,0.020607309,999,999,0,
S96-A91,EMPTY2,Unknown,1,IL5,Test,999,0,Fail,0.020607309,999,999,0,
